name,location,得票率,得票數,姓名,號次
臺北市大安區義安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.55248,25.033186,0.0 121.552289,25.033194,0.0 121.551639,25.033207,0.0 121.5516,25.033208,0.0 121.551009,25.03322,0.0 121.550531,25.03323,0.0 121.550198,25.033237,0.0 121.550179,25.033237,0.0 121.550132,25.033238,0.0 121.549645,25.033248,0.0 121.548838,25.033265,0.0 121.548838,25.033248,0.0 121.548832,25.033021,0.0 121.548822,25.032609,0.0 121.548822,25.032578,0.0 121.548819,25.032486,0.0 121.548815,25.032118,0.0 121.548815,25.032095,0.0 121.548809,25.031422,0.0 121.548809,25.031418,0.0 121.548808,25.031395,0.0 121.548805,25.030972,0.0 121.548805,25.03094,0.0 121.548807,25.030481,0.0 121.548807,25.030443,0.0 121.548807,25.030428,0.0 121.548809,25.029961,0.0 121.548808,25.029929,0.0 121.548804,25.029495,0.0 121.548803,25.029385,0.0 121.548802,25.029231,0.0 121.5488,25.029093,0.0 121.548796,25.028629,0.0 121.548792,25.028128,0.0 121.548813,25.028127,0.0 121.549854,25.028049,0.0 121.549867,25.028076,0.0 121.549914,25.028174,0.0 121.550112,25.028408,0.0 121.550129,25.028428,0.0 121.550242,25.028531,0.0 121.550582,25.028839,0.0 121.550685,25.028933,0.0 121.550794,25.029032,0.0 121.550824,25.029059,0.0 121.55119,25.029387,0.0 121.551566,25.029725,0.0 121.551653,25.029803,0.0 121.551687,25.029834,0.0 121.552315,25.030397,0.0 121.552335,25.030414,0.0 121.552396,25.03047,0.0 121.552422,25.030493,0.0 121.552427,25.030738,0.0 121.552431,25.030915,0.0 121.552432,25.030945,0.0 121.55244,25.031316,0.0 121.55244,25.031343,0.0 121.552448,25.031694,0.0 121.552449,25.031731,0.0 121.552457,25.03212,0.0 121.552466,25.032512,0.0 121.552466,25.032518,0.0 121.552468,25.032594,0.0 121.552468,25.032625,0.0 121.55248,25.033186,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.14%,64,潘翰聲,7
臺北市大安區義村里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.537159,25.041698,0.0 121.537108,25.041699,0.0 121.53721,25.041494,0.0 121.537297,25.041316,0.0 121.537306,25.041299,0.0 121.537321,25.041268,0.0 121.537324,25.041263,0.0 121.537334,25.041242,0.0 121.537348,25.041216,0.0 121.537351,25.04121,0.0 121.537398,25.041115,0.0 121.537459,25.04097,0.0 121.537475,25.040933,0.0 121.537523,25.040806,0.0 121.537544,25.040751,0.0 121.537546,25.040746,0.0 121.537558,25.040715,0.0 121.537576,25.040666,0.0 121.537587,25.040638,0.0 121.537634,25.040506,0.0 121.537637,25.040496,0.0 121.537715,25.040221,0.0 121.537729,25.040163,0.0 121.537739,25.040125,0.0 121.537792,25.039906,0.0 121.537798,25.039881,0.0 121.53783,25.039737,0.0 121.537835,25.039698,0.0 121.537839,25.039669,0.0 121.537877,25.039386,0.0 121.53791,25.039146,0.0 121.537914,25.038866,0.0 121.537921,25.038338,0.0 121.537904,25.038163,0.0 121.537903,25.038154,0.0 121.537902,25.038141,0.0 121.537961,25.038126,0.0 121.538116,25.038085,0.0 121.538147,25.038076,0.0 121.53983,25.038041,0.0 121.540994,25.038017,0.0 121.541257,25.038011,0.0 121.541294,25.038011,0.0 121.541957,25.037997,0.0 121.542033,25.037995,0.0 121.542213,25.037992,0.0 121.54299,25.037975,0.0 121.543007,25.037975,0.0 121.543349,25.037968,0.0 121.543428,25.03798,0.0 121.543685,25.037974,0.0 121.543709,25.037974,0.0 121.54371,25.038023,0.0 121.54372,25.039019,0.0 121.54372,25.039047,0.0 121.54374,25.039819,0.0 121.54374,25.039835,0.0 121.543753,25.040571,0.0 121.543754,25.040616,0.0 121.543755,25.04066,0.0 121.543784,25.041623,0.0 121.543046,25.041633,0.0 121.542478,25.041641,0.0 121.541693,25.041652,0.0 121.541619,25.041653,0.0 121.54136,25.041656,0.0 121.541317,25.041657,0.0 121.540724,25.041666,0.0 121.54069,25.041666,0.0 121.540119,25.041675,0.0 121.539728,25.04168,0.0 121.539454,25.041682,0.0 121.538713,25.041687,0.0 121.537159,25.041698,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.03%,69,潘翰聲,7
臺北市大安區臥龍里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.546722,25.024694,0.0 121.545974,25.024734,0.0 121.545833,25.024741,0.0 121.545104,25.02478,0.0 121.545073,25.024782,0.0 121.544421,25.024817,0.0 121.544017,25.024839,0.0 121.544005,25.02484,0.0 121.543441,25.024888,0.0 121.54344,25.024867,0.0 121.543431,25.024496,0.0 121.54341,25.023592,0.0 121.543409,25.023577,0.0 121.543409,25.023543,0.0 121.543397,25.022955,0.0 121.543391,25.022685,0.0 121.54339,25.022645,0.0 121.54339,25.022641,0.0 121.543385,25.022417,0.0 121.543381,25.022223,0.0 121.543378,25.022044,0.0 121.543362,25.021282,0.0 121.543858,25.021225,0.0 121.544,25.021208,0.0 121.544123,25.021163,0.0 121.544139,25.021158,0.0 121.544526,25.021016,0.0 121.544619,25.020982,0.0 121.544926,25.020811,0.0 121.545058,25.020687,0.0 121.54526,25.020498,0.0 121.545458,25.020312,0.0 121.545747,25.020042,0.0 121.545913,25.019887,0.0 121.54594,25.019862,0.0 121.546602,25.019245,0.0 121.546651,25.019192,0.0 121.54671,25.019231,0.0 121.546814,25.0193,0.0 121.546837,25.019315,0.0 121.54689,25.01935,0.0 121.547224,25.019649,0.0 121.547661,25.02004,0.0 121.548184,25.020486,0.0 121.548217,25.020514,0.0 121.548278,25.020566,0.0 121.548279,25.020567,0.0 121.548388,25.020659,0.0 121.54837,25.020675,0.0 121.548351,25.020693,0.0 121.548303,25.020737,0.0 121.548284,25.020755,0.0 121.548207,25.020857,0.0 121.547712,25.021521,0.0 121.547676,25.021572,0.0 121.547655,25.021602,0.0 121.547644,25.021618,0.0 121.547617,25.021656,0.0 121.547453,25.021879,0.0 121.547432,25.021905,0.0 121.547288,25.022087,0.0 121.547276,25.022098,0.0 121.547228,25.022143,0.0 121.547093,25.022468,0.0 121.547078,25.022504,0.0 121.547057,25.022557,0.0 121.547004,25.022683,0.0 121.546903,25.022928,0.0 121.546898,25.02294,0.0 121.546785,25.023214,0.0 121.546738,25.023329,0.0 121.546696,25.023431,0.0 121.546685,25.023457,0.0 121.54665,25.023528,0.0 121.546661,25.023684,0.0 121.546664,25.023729,0.0 121.546689,25.024109,0.0 121.546698,25.02425,0.0 121.546701,25.024297,0.0 121.546726,25.02468,0.0 121.546722,25.024694,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.20%,33,潘翰聲,7
臺北市大安區臨江里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.557402,25.029421,0.0 121.557083,25.029498,0.0 121.556629,25.029608,0.0 121.556624,25.029609,0.0 121.556303,25.029688,0.0 121.556289,25.029691,0.0 121.55626,25.029699,0.0 121.555252,25.029948,0.0 121.555243,25.02995,0.0 121.554533,25.030126,0.0 121.554263,25.030193,0.0 121.55423,25.030201,0.0 121.554227,25.030189,0.0 121.554225,25.030185,0.0 121.554082,25.029693,0.0 121.554077,25.029678,0.0 121.554071,25.029655,0.0 121.553972,25.029319,0.0 121.553968,25.029303,0.0 121.553958,25.02927,0.0 121.553862,25.028938,0.0 121.553859,25.028927,0.0 121.553848,25.02889,0.0 121.553735,25.028504,0.0 121.553723,25.028465,0.0 121.553617,25.0281,0.0 121.55361,25.028077,0.0 121.553632,25.028071,0.0 121.554614,25.027829,0.0 121.554623,25.027827,0.0 121.554641,25.027822,0.0 121.554942,25.027748,0.0 121.555114,25.027706,0.0 121.555125,25.027703,0.0 121.555546,25.027599,0.0 121.555609,25.027584,0.0 121.555765,25.027545,0.0 121.556068,25.02747,0.0 121.556082,25.027476,0.0 121.556427,25.02777,0.0 121.556455,25.027818,0.0 121.556571,25.028013,0.0 121.556593,25.028051,0.0 121.556928,25.028618,0.0 121.556933,25.028627,0.0 121.556952,25.028659,0.0 121.557117,25.028939,0.0 121.557271,25.029198,0.0 121.557402,25.029421,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.78%,44,潘翰聲,7
臺北市大安區芳和里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.554667,25.022384,0.0 121.554379,25.022655,0.0 121.554274,25.022754,0.0 121.553997,25.02302,0.0 121.553973,25.023042,0.0 121.553626,25.023373,0.0 121.553368,25.023618,0.0 121.552858,25.024105,0.0 121.552773,25.024173,0.0 121.552574,25.024361,0.0 121.552554,25.024342,0.0 121.552522,25.024308,0.0 121.552283,25.0241,0.0 121.552116,25.023956,0.0 121.551735,25.023625,0.0 121.551388,25.023324,0.0 121.55135,25.02329,0.0 121.550896,25.022896,0.0 121.550309,25.022386,0.0 121.550289,25.022361,0.0 121.550265,25.02233,0.0 121.550264,25.022329,0.0 121.549841,25.021945,0.0 121.549809,25.021915,0.0 121.549319,25.021483,0.0 121.549292,25.021459,0.0 121.548975,25.021178,0.0 121.548744,25.020974,0.0 121.548721,25.020956,0.0 121.548691,25.020928,0.0 121.548679,25.020916,0.0 121.548388,25.020659,0.0 121.548279,25.020567,0.0 121.548278,25.020566,0.0 121.548217,25.020514,0.0 121.548184,25.020486,0.0 121.547661,25.02004,0.0 121.547224,25.019649,0.0 121.54689,25.01935,0.0 121.546837,25.019315,0.0 121.546814,25.0193,0.0 121.54671,25.019231,0.0 121.546651,25.019192,0.0 121.546715,25.019125,0.0 121.546749,25.019089,0.0 121.549018,25.017003,0.0 121.549032,25.01699,0.0 121.549115,25.017099,0.0 121.549202,25.017214,0.0 121.549455,25.017556,0.0 121.54947,25.017577,0.0 121.549626,25.017798,0.0 121.549705,25.017881,0.0 121.549727,25.017905,0.0 121.549767,25.017929,0.0 121.54985,25.017981,0.0 121.550035,25.01804,0.0 121.550145,25.018072,0.0 121.550285,25.018099,0.0 121.550431,25.018127,0.0 121.550591,25.018158,0.0 121.550752,25.018189,0.0 121.550856,25.01821,0.0 121.550901,25.018301,0.0 121.550907,25.018314,0.0 121.550911,25.018322,0.0 121.550914,25.018344,0.0 121.550931,25.018362,0.0 121.551083,25.018524,0.0 121.551205,25.018653,0.0 121.551232,25.01868,0.0 121.551238,25.018694,0.0 121.55124,25.018698,0.0 121.551282,25.018782,0.0 121.551414,25.019051,0.0 121.551434,25.019086,0.0 121.551458,25.019128,0.0 121.551463,25.019137,0.0 121.551527,25.019255,0.0 121.551588,25.019347,0.0 121.551648,25.01944,0.0 121.551662,25.019462,0.0 121.551672,25.019477,0.0 121.551734,25.019573,0.0 121.551841,25.019714,0.0 121.551916,25.019794,0.0 121.551944,25.019825,0.0 121.551955,25.019836,0.0 121.55201,25.019897,0.0 121.552037,25.019918,0.0 121.552045,25.019925,0.0 121.552135,25.020006,0.0 121.552236,25.020072,0.0 121.552238,25.020074,0.0 121.552285,25.020104,0.0 121.552663,25.020338,0.0 121.552677,25.020347,0.0 121.552703,25.020363,0.0 121.553068,25.020611,0.0 121.553078,25.020618,0.0 121.553112,25.02064,0.0 121.553506,25.020885,0.0 121.55353,25.0209,0.0 121.553789,25.021087,0.0 121.553829,25.021123,0.0 121.553849,25.021141,0.0 121.553865,25.021163,0.0 121.5539,25.021213,0.0 121.553978,25.021349,0.0 121.554282,25.021879,0.0 121.554313,25.021932,0.0 121.554374,25.02201,0.0 121.554507,25.02218,0.0 121.554667,25.022384,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.28%,76,潘翰聲,7
臺北市大安區華聲里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.557688,25.041712,0.0 121.557688,25.041714,0.0 121.557704,25.042357,0.0 121.557721,25.042996,0.0 121.557722,25.043031,0.0 121.557725,25.043178,0.0 121.557726,25.043208,0.0 121.55774,25.043727,0.0 121.557744,25.043917,0.0 121.557745,25.043956,0.0 121.557751,25.044208,0.0 121.557752,25.044219,0.0 121.55776,25.044534,0.0 121.557768,25.044855,0.0 121.557771,25.04497,0.0 121.557773,25.04505,0.0 121.557773,25.045074,0.0 121.557746,25.045069,0.0 121.557427,25.045014,0.0 121.55739,25.045008,0.0 121.557374,25.045005,0.0 121.557371,25.045005,0.0 121.557118,25.044961,0.0 121.556922,25.044927,0.0 121.556736,25.044895,0.0 121.556725,25.044893,0.0 121.556719,25.044892,0.0 121.556695,25.044888,0.0 121.556674,25.044884,0.0 121.556562,25.044865,0.0 121.556548,25.044863,0.0 121.555643,25.044706,0.0 121.555618,25.044702,0.0 121.555615,25.044701,0.0 121.555567,25.044693,0.0 121.555542,25.044689,0.0 121.55531,25.044641,0.0 121.55483,25.044541,0.0 121.554715,25.044517,0.0 121.554419,25.044456,0.0 121.554395,25.044451,0.0 121.554183,25.044407,0.0 121.554124,25.044395,0.0 121.554056,25.04438,0.0 121.55381,25.04435,0.0 121.553782,25.044347,0.0 121.553781,25.044337,0.0 121.553774,25.044276,0.0 121.553788,25.04423,0.0 121.553876,25.043937,0.0 121.553892,25.043878,0.0 121.553972,25.043576,0.0 121.553979,25.043544,0.0 121.554055,25.043239,0.0 121.554202,25.042646,0.0 121.554211,25.042611,0.0 121.554223,25.042566,0.0 121.554319,25.042209,0.0 121.554365,25.042038,0.0 121.554374,25.042001,0.0 121.554521,25.04141,0.0 121.55523,25.041397,0.0 121.555542,25.041392,0.0 121.555572,25.041391,0.0 121.556562,25.041373,0.0 121.556669,25.041371,0.0 121.556676,25.041371,0.0 121.557679,25.041353,0.0 121.557688,25.041712,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.04%,90,潘翰聲,7
臺北市大安區虎嘯里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.548732,25.024568,0.0 121.548346,25.024595,0.0 121.547885,25.024627,0.0 121.547846,25.02463,0.0 121.547833,25.024631,0.0 121.547146,25.02467,0.0 121.546722,25.024694,0.0 121.546726,25.02468,0.0 121.546701,25.024297,0.0 121.546698,25.02425,0.0 121.546689,25.024109,0.0 121.546664,25.023729,0.0 121.546661,25.023684,0.0 121.54665,25.023528,0.0 121.546685,25.023457,0.0 121.546696,25.023431,0.0 121.546738,25.023329,0.0 121.546785,25.023214,0.0 121.546898,25.02294,0.0 121.546903,25.022928,0.0 121.547004,25.022683,0.0 121.547057,25.022557,0.0 121.547078,25.022504,0.0 121.547093,25.022468,0.0 121.547228,25.022143,0.0 121.547276,25.022098,0.0 121.547288,25.022087,0.0 121.547432,25.021905,0.0 121.547453,25.021879,0.0 121.547617,25.021656,0.0 121.547644,25.021618,0.0 121.547655,25.021602,0.0 121.547676,25.021572,0.0 121.547712,25.021521,0.0 121.548207,25.020857,0.0 121.548284,25.020755,0.0 121.548303,25.020737,0.0 121.548351,25.020693,0.0 121.54837,25.020675,0.0 121.548388,25.020659,0.0 121.548679,25.020916,0.0 121.548691,25.020928,0.0 121.548721,25.020956,0.0 121.548744,25.020974,0.0 121.548975,25.021178,0.0 121.549292,25.021459,0.0 121.549319,25.021483,0.0 121.549809,25.021915,0.0 121.549841,25.021945,0.0 121.550264,25.022329,0.0 121.550265,25.02233,0.0 121.550289,25.022361,0.0 121.550309,25.022386,0.0 121.550896,25.022896,0.0 121.55135,25.02329,0.0 121.551388,25.023324,0.0 121.551735,25.023625,0.0 121.552116,25.023956,0.0 121.552283,25.0241,0.0 121.552522,25.024308,0.0 121.552554,25.024342,0.0 121.552574,25.024361,0.0 121.552388,25.024371,0.0 121.552374,25.024378,0.0 121.552172,25.024394,0.0 121.551832,25.024409,0.0 121.551829,25.024409,0.0 121.551546,25.024421,0.0 121.551535,25.024422,0.0 121.551307,25.024431,0.0 121.55129,25.024432,0.0 121.551281,25.024433,0.0 121.551274,25.024433,0.0 121.551227,25.024435,0.0 121.550739,25.024462,0.0 121.550734,25.024462,0.0 121.550621,25.024468,0.0 121.550318,25.024475,0.0 121.549982,25.024495,0.0 121.549975,25.024495,0.0 121.549581,25.024518,0.0 121.549501,25.024531,0.0 121.549488,25.024531,0.0 121.548732,25.024568,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.77%,78,潘翰聲,7
臺北市大安區誠安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.543784,25.041623,0.0 121.543785,25.041643,0.0 121.543794,25.042059,0.0 121.5438,25.04232,0.0 121.5438,25.042326,0.0 121.543804,25.042484,0.0 121.543808,25.042676,0.0 121.543809,25.042718,0.0 121.543817,25.043073,0.0 121.543817,25.043085,0.0 121.54382,25.043233,0.0 121.543821,25.043257,0.0 121.543829,25.043621,0.0 121.54383,25.043656,0.0 121.543837,25.043986,0.0 121.543837,25.043994,0.0 121.543843,25.04423,0.0 121.543843,25.044239,0.0 121.543844,25.044277,0.0 121.543845,25.044319,0.0 121.543845,25.044343,0.0 121.543853,25.0447,0.0 121.543853,25.044701,0.0 121.543855,25.044783,0.0 121.543873,25.044847,0.0 121.543855,25.044845,0.0 121.543834,25.044843,0.0 121.543436,25.044789,0.0 121.542931,25.044721,0.0 121.542923,25.04472,0.0 121.542903,25.044717,0.0 121.542699,25.04469,0.0 121.542677,25.044687,0.0 121.542447,25.044656,0.0 121.542415,25.044652,0.0 121.542172,25.044619,0.0 121.542148,25.044616,0.0 121.542101,25.044609,0.0 121.541954,25.044589,0.0 121.541722,25.044558,0.0 121.541033,25.044522,0.0 121.540859,25.044528,0.0 121.54085,25.044528,0.0 121.540833,25.044529,0.0 121.540745,25.044532,0.0 121.540744,25.044478,0.0 121.540743,25.04445,0.0 121.540701,25.04445,0.0 121.540701,25.044412,0.0 121.540706,25.044129,0.0 121.540735,25.044004,0.0 121.540735,25.043994,0.0 121.540734,25.043943,0.0 121.540733,25.043917,0.0 121.540731,25.043795,0.0 121.540728,25.043623,0.0 121.540726,25.043555,0.0 121.540725,25.043464,0.0 121.540722,25.043338,0.0 121.540721,25.043316,0.0 121.540721,25.043289,0.0 121.540717,25.043081,0.0 121.540716,25.043045,0.0 121.540716,25.042991,0.0 121.540715,25.042953,0.0 121.540713,25.042829,0.0 121.540712,25.0428,0.0 121.54071,25.042675,0.0 121.540708,25.042611,0.0 121.540708,25.042571,0.0 121.540704,25.042382,0.0 121.540704,25.042365,0.0 121.540703,25.042335,0.0 121.540703,25.042326,0.0 121.540702,25.042285,0.0 121.540701,25.042204,0.0 121.540698,25.042052,0.0 121.540697,25.042029,0.0 121.54069,25.041666,0.0 121.540724,25.041666,0.0 121.541317,25.041657,0.0 121.54136,25.041656,0.0 121.541619,25.041653,0.0 121.541693,25.041652,0.0 121.542478,25.041641,0.0 121.543046,25.041633,0.0 121.543784,25.041623,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.01%,48,潘翰聲,7
臺北市大安區車層里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.553782,25.044347,0.0 121.553748,25.044343,0.0 121.553012,25.044401,0.0 121.553011,25.044364,0.0 121.553011,25.044314,0.0 121.55301,25.044254,0.0 121.552997,25.043466,0.0 121.552996,25.043442,0.0 121.552989,25.043012,0.0 121.552988,25.042975,0.0 121.552982,25.042545,0.0 121.552982,25.042532,0.0 121.552981,25.042504,0.0 121.552975,25.042085,0.0 121.552975,25.042075,0.0 121.552974,25.042037,0.0 121.55297,25.041809,0.0 121.55297,25.041803,0.0 121.552964,25.041437,0.0 121.552985,25.041437,0.0 121.552969,25.040828,0.0 121.552968,25.040784,0.0 121.55296,25.040352,0.0 121.55296,25.04032,0.0 121.552956,25.039888,0.0 121.552956,25.039851,0.0 121.552958,25.039622,0.0 121.55296,25.039432,0.0 121.552959,25.039404,0.0 121.552956,25.039228,0.0 121.552955,25.03918,0.0 121.552951,25.038961,0.0 121.552951,25.038939,0.0 121.552946,25.038502,0.0 121.552947,25.038467,0.0 121.552958,25.037772,0.0 121.553443,25.037757,0.0 121.554068,25.037739,0.0 121.554466,25.037727,0.0 121.554505,25.037726,0.0 121.55455,25.037725,0.0 121.555456,25.037698,0.0 121.555498,25.037697,0.0 121.555484,25.037736,0.0 121.555391,25.038008,0.0 121.555319,25.038264,0.0 121.555274,25.038422,0.0 121.555263,25.038462,0.0 121.555238,25.038572,0.0 121.555167,25.038889,0.0 121.555161,25.038917,0.0 121.555052,25.039365,0.0 121.555046,25.039388,0.0 121.554931,25.03981,0.0 121.554922,25.03984,0.0 121.554805,25.040281,0.0 121.554797,25.040311,0.0 121.554747,25.040521,0.0 121.554683,25.04079,0.0 121.554521,25.04141,0.0 121.554374,25.042001,0.0 121.554365,25.042038,0.0 121.554319,25.042209,0.0 121.554223,25.042566,0.0 121.554211,25.042611,0.0 121.554202,25.042646,0.0 121.554055,25.043239,0.0 121.553979,25.043544,0.0 121.553972,25.043576,0.0 121.553892,25.043878,0.0 121.553876,25.043937,0.0 121.553788,25.04423,0.0 121.553774,25.044276,0.0 121.553781,25.044337,0.0 121.553782,25.044347,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.21%,77,潘翰聲,7
臺北市大安區通化里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.556309,25.033111,0.0 121.55582,25.033122,0.0 121.555813,25.033123,0.0 121.555559,25.033129,0.0 121.555521,25.03313,0.0 121.555037,25.033141,0.0 121.554295,25.033159,0.0 121.554281,25.033159,0.0 121.554275,25.032775,0.0 121.554274,25.032741,0.0 121.554273,25.032653,0.0 121.554269,25.032447,0.0 121.554269,25.032437,0.0 121.554268,25.032411,0.0 121.554263,25.032073,0.0 121.554256,25.031687,0.0 121.554255,25.031656,0.0 121.55425,25.031308,0.0 121.554247,25.031157,0.0 121.554243,25.030911,0.0 121.554243,25.030888,0.0 121.554238,25.030607,0.0 121.554237,25.030566,0.0 121.554236,25.030537,0.0 121.554231,25.030223,0.0 121.55423,25.030201,0.0 121.554263,25.030193,0.0 121.554533,25.030126,0.0 121.555243,25.02995,0.0 121.555252,25.029948,0.0 121.55626,25.029699,0.0 121.556289,25.029691,0.0 121.556303,25.029688,0.0 121.556624,25.029609,0.0 121.556629,25.029608,0.0 121.557083,25.029498,0.0 121.557402,25.029421,0.0 121.557423,25.029863,0.0 121.557424,25.029886,0.0 121.557425,25.029903,0.0 121.557432,25.030043,0.0 121.557442,25.030559,0.0 121.557443,25.030598,0.0 121.557446,25.030765,0.0 121.557446,25.030767,0.0 121.557446,25.030787,0.0 121.557454,25.031198,0.0 121.557458,25.031395,0.0 121.557458,25.031396,0.0 121.557462,25.031602,0.0 121.557463,25.031626,0.0 121.557463,25.031648,0.0 121.557463,25.031649,0.0 121.557464,25.031666,0.0 121.557467,25.031859,0.0 121.557468,25.031864,0.0 121.557468,25.031867,0.0 121.557468,25.031885,0.0 121.557468,25.031894,0.0 121.557472,25.032109,0.0 121.557472,25.032112,0.0 121.557473,25.032135,0.0 121.557473,25.032146,0.0 121.557482,25.03258,0.0 121.557491,25.033066,0.0 121.557492,25.033081,0.0 121.557492,25.033095,0.0 121.557239,25.033089,0.0 121.556617,25.033104,0.0 121.556605,25.033104,0.0 121.556309,25.033111,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.93%,70,潘翰聲,7
臺北市大安區通安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.554281,25.033159,0.0 121.553609,25.033169,0.0 121.553608,25.033169,0.0 121.553369,25.033173,0.0 121.553327,25.033173,0.0 121.552498,25.033186,0.0 121.55248,25.033186,0.0 121.552468,25.032625,0.0 121.552468,25.032594,0.0 121.552466,25.032518,0.0 121.552466,25.032512,0.0 121.552457,25.03212,0.0 121.552449,25.031731,0.0 121.552448,25.031694,0.0 121.55244,25.031343,0.0 121.55244,25.031316,0.0 121.552432,25.030945,0.0 121.552431,25.030915,0.0 121.552427,25.030738,0.0 121.552422,25.030493,0.0 121.552396,25.03047,0.0 121.552335,25.030414,0.0 121.552315,25.030397,0.0 121.551687,25.029834,0.0 121.551653,25.029803,0.0 121.551566,25.029725,0.0 121.55119,25.029387,0.0 121.550824,25.029059,0.0 121.550794,25.029032,0.0 121.55096,25.028598,0.0 121.55097,25.028573,0.0 121.551119,25.028184,0.0 121.55115,25.028194,0.0 121.551608,25.028337,0.0 121.551628,25.028343,0.0 121.551918,25.028431,0.0 121.551946,25.02844,0.0 121.552025,25.028458,0.0 121.552115,25.028457,0.0 121.552172,25.028441,0.0 121.552184,25.028438,0.0 121.5524,25.028388,0.0 121.552638,25.028321,0.0 121.552645,25.028319,0.0 121.552666,25.028313,0.0 121.553335,25.028146,0.0 121.55361,25.028077,0.0 121.553617,25.0281,0.0 121.553723,25.028465,0.0 121.553735,25.028504,0.0 121.553848,25.02889,0.0 121.553859,25.028927,0.0 121.553862,25.028938,0.0 121.553958,25.02927,0.0 121.553968,25.029303,0.0 121.553972,25.029319,0.0 121.554071,25.029655,0.0 121.554077,25.029678,0.0 121.554082,25.029693,0.0 121.554225,25.030185,0.0 121.554227,25.030189,0.0 121.55423,25.030201,0.0 121.554231,25.030223,0.0 121.554236,25.030537,0.0 121.554237,25.030566,0.0 121.554238,25.030607,0.0 121.554243,25.030888,0.0 121.554243,25.030911,0.0 121.554247,25.031157,0.0 121.55425,25.031308,0.0 121.554255,25.031656,0.0 121.554256,25.031687,0.0 121.554263,25.032073,0.0 121.554268,25.032411,0.0 121.554269,25.032437,0.0 121.554269,25.032447,0.0 121.554273,25.032653,0.0 121.554274,25.032741,0.0 121.554275,25.032775,0.0 121.554281,25.033159,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.18%,70,潘翰聲,7
臺北市大安區錦安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.529543,25.029778,0.0 121.529493,25.029782,0.0 121.529156,25.029808,0.0 121.528572,25.029893,0.0 121.528547,25.029898,0.0 121.528508,25.029904,0.0 121.528045,25.029983,0.0 121.527791,25.030013,0.0 121.527421,25.030067,0.0 121.527197,25.0301,0.0 121.527167,25.030105,0.0 121.526586,25.030199,0.0 121.526579,25.030158,0.0 121.526527,25.029886,0.0 121.526485,25.029665,0.0 121.526483,25.029651,0.0 121.526476,25.029616,0.0 121.52644,25.029427,0.0 121.52644,25.029423,0.0 121.52643,25.029374,0.0 121.526401,25.029219,0.0 121.526394,25.029182,0.0 121.526391,25.029167,0.0 121.526343,25.028909,0.0 121.526336,25.028876,0.0 121.526333,25.028859,0.0 121.526263,25.028487,0.0 121.526255,25.028448,0.0 121.526189,25.028099,0.0 121.526181,25.028054,0.0 121.526144,25.027857,0.0 121.526061,25.027418,0.0 121.526059,25.027411,0.0 121.526053,25.02738,0.0 121.525945,25.026808,0.0 121.525942,25.02679,0.0 121.526783,25.026732,0.0 121.527229,25.026692,0.0 121.527334,25.026683,0.0 121.527972,25.026634,0.0 121.528007,25.026631,0.0 121.528503,25.026593,0.0 121.529322,25.026527,0.0 121.529324,25.026526,0.0 121.530389,25.026441,0.0 121.530418,25.026811,0.0 121.530427,25.026918,0.0 121.530443,25.027128,0.0 121.530444,25.027133,0.0 121.530464,25.027392,0.0 121.530466,25.02742,0.0 121.530484,25.027641,0.0 121.530487,25.027679,0.0 121.530506,25.027914,0.0 121.530507,25.02793,0.0 121.53051,25.027962,0.0 121.530528,25.028202,0.0 121.530531,25.028237,0.0 121.530536,25.028292,0.0 121.530538,25.028327,0.0 121.530539,25.028336,0.0 121.53054,25.028349,0.0 121.530546,25.028416,0.0 121.530548,25.028447,0.0 121.530556,25.028546,0.0 121.53056,25.028601,0.0 121.530581,25.028858,0.0 121.530584,25.028893,0.0 121.530596,25.029062,0.0 121.530612,25.029258,0.0 121.530614,25.02929,0.0 121.530629,25.02947,0.0 121.530651,25.029747,0.0 121.530653,25.02978,0.0 121.53061,25.02978,0.0 121.529543,25.029778,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.78%,122,潘翰聲,7
