name,location,得票率,得票數,姓名,號次
臺北市大安區大學里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.534446,25.022335,0.0 121.534418,25.022335,0.0 121.534303,25.022333,0.0 121.533691,25.022324,0.0 121.533337,25.022353,0.0 121.533275,25.022378,0.0 121.533227,25.022398,0.0 121.533201,25.022398,0.0 121.533187,25.022396,0.0 121.533039,25.022373,0.0 121.532907,25.022352,0.0 121.5327,25.022299,0.0 121.532603,25.022268,0.0 121.532578,25.022259,0.0 121.532488,25.022228,0.0 121.532473,25.022223,0.0 121.532437,25.02221,0.0 121.532357,25.022174,0.0 121.532304,25.022148,0.0 121.532151,25.022072,0.0 121.531906,25.021927,0.0 121.531717,25.021787,0.0 121.531705,25.021778,0.0 121.531691,25.021766,0.0 121.531344,25.021469,0.0 121.530758,25.020968,0.0 121.530725,25.02094,0.0 121.530455,25.020708,0.0 121.530422,25.020681,0.0 121.52977,25.020123,0.0 121.529741,25.020099,0.0 121.529304,25.019723,0.0 121.52928,25.019702,0.0 121.529295,25.019687,0.0 121.529417,25.019564,0.0 121.529423,25.019558,0.0 121.529589,25.019391,0.0 121.529785,25.019194,0.0 121.529939,25.01904,0.0 121.530399,25.018579,0.0 121.530405,25.018572,0.0 121.530666,25.018319,0.0 121.530866,25.018123,0.0 121.531252,25.017747,0.0 121.531264,25.017735,0.0 121.531565,25.017442,0.0 121.531742,25.01727,0.0 121.532237,25.016788,0.0 121.53224,25.016785,0.0 121.532398,25.016629,0.0 121.532685,25.016346,0.0 121.533273,25.016861,0.0 121.533333,25.016965,0.0 121.533404,25.017298,0.0 121.533629,25.018342,0.0 121.533706,25.018697,0.0 121.533711,25.018723,0.0 121.533794,25.019108,0.0 121.533803,25.01915,0.0 121.533875,25.019483,0.0 121.533884,25.019528,0.0 121.533893,25.019573,0.0 121.533976,25.019987,0.0 121.533983,25.02002,0.0 121.53405,25.020356,0.0 121.534055,25.020381,0.0 121.534141,25.020813,0.0 121.534149,25.020852,0.0 121.534305,25.021629,0.0 121.534446,25.022335,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.39%,207,潘翰聲,7
臺北市大安區學府里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.538352,25.021875,0.0 121.538086,25.022215,0.0 121.537869,25.022616,0.0 121.537784,25.022771,0.0 121.53752,25.022569,0.0 121.537187,25.022462,0.0 121.537055,25.022419,0.0 121.536728,25.022369,0.0 121.536588,25.022367,0.0 121.536543,25.022366,0.0 121.536073,25.022359,0.0 121.535898,25.022357,0.0 121.534567,25.022337,0.0 121.534446,25.022335,0.0 121.534305,25.021629,0.0 121.534149,25.020852,0.0 121.534141,25.020813,0.0 121.534055,25.020381,0.0 121.53405,25.020356,0.0 121.533983,25.02002,0.0 121.533976,25.019987,0.0 121.533893,25.019573,0.0 121.533884,25.019528,0.0 121.533875,25.019483,0.0 121.533803,25.01915,0.0 121.533794,25.019108,0.0 121.533711,25.018723,0.0 121.533706,25.018697,0.0 121.533629,25.018342,0.0 121.533404,25.017298,0.0 121.533333,25.016965,0.0 121.533273,25.016861,0.0 121.532685,25.016346,0.0 121.532877,25.016131,0.0 121.533246,25.01578,0.0 121.533357,25.015675,0.0 121.533368,25.015664,0.0 121.533702,25.015346,0.0 121.533965,25.015095,0.0 121.534193,25.014878,0.0 121.534327,25.01475,0.0 121.534816,25.014284,0.0 121.535072,25.014041,0.0 121.535537,25.013598,0.0 121.535774,25.013373,0.0 121.536074,25.013017,0.0 121.536227,25.01282,0.0 121.536263,25.012766,0.0 121.536393,25.012566,0.0 121.536747,25.01192,0.0 121.536755,25.011906,0.0 121.536949,25.011551,0.0 121.537014,25.011435,0.0 121.537132,25.011227,0.0 121.53714,25.011213,0.0 121.537147,25.011192,0.0 121.537148,25.011188,0.0 121.537098,25.011176,0.0 121.537118,25.011095,0.0 121.537177,25.010858,0.0 121.537196,25.01078,0.0 121.537231,25.010606,0.0 121.537235,25.010589,0.0 121.537301,25.010265,0.0 121.537406,25.009884,0.0 121.537415,25.009852,0.0 121.53742,25.009837,0.0 121.537465,25.009672,0.0 121.537494,25.009555,0.0 121.53752,25.00945,0.0 121.537682,25.009074,0.0 121.537859,25.008665,0.0 121.538004,25.008413,0.0 121.53803,25.008368,0.0 121.538206,25.008415,0.0 121.538261,25.008435,0.0 121.53833,25.008452,0.0 121.538419,25.00847,0.0 121.538547,25.008479,0.0 121.538716,25.008471,0.0 121.538835,25.008468,0.0 121.538971,25.00848,0.0 121.539123,25.008508,0.0 121.539124,25.008508,0.0 121.539138,25.008511,0.0 121.53915,25.008514,0.0 121.539235,25.008533,0.0 121.539252,25.00853,0.0 121.539371,25.008507,0.0 121.539397,25.008503,0.0 121.541262,25.008193,0.0 121.542813,25.008241,0.0 121.543242,25.008254,0.0 121.543525,25.008167,0.0 121.544311,25.007925,0.0 121.5446,25.007837,0.0 121.545218,25.00801,0.0 121.546412,25.008339,0.0 121.546629,25.008399,0.0 121.547646,25.009151,0.0 121.54783,25.009287,0.0 121.547961,25.009384,0.0 121.549106,25.009811,0.0 121.550942,25.009678,0.0 121.551108,25.009666,0.0 121.55142,25.009643,0.0 121.552585,25.008856,0.0 121.553145,25.009052,0.0 121.553541,25.00919,0.0 121.55356,25.009214,0.0 121.554532,25.010437,0.0 121.554572,25.010487,0.0 121.555161,25.011228,0.0 121.555703,25.011561,0.0 121.555593,25.011672,0.0 121.555476,25.011778,0.0 121.554596,25.012675,0.0 121.553857,25.013429,0.0 121.553725,25.013491,0.0 121.553696,25.013507,0.0 121.553639,25.013536,0.0 121.553551,25.013573,0.0 121.553415,25.013662,0.0 121.55325,25.013831,0.0 121.553146,25.013941,0.0 121.552958,25.014099,0.0 121.552449,25.0145,0.0 121.552447,25.014502,0.0 121.55203,25.014779,0.0 121.551841,25.014933,0.0 121.551344,25.015341,0.0 121.551065,25.015569,0.0 121.550958,25.015656,0.0 121.550701,25.015862,0.0 121.550089,25.01626,0.0 121.549766,25.016494,0.0 121.549409,25.016753,0.0 121.549032,25.01699,0.0 121.549018,25.017003,0.0 121.546749,25.019089,0.0 121.546715,25.019125,0.0 121.546651,25.019192,0.0 121.546602,25.019245,0.0 121.54594,25.019862,0.0 121.545913,25.019887,0.0 121.545747,25.020042,0.0 121.545458,25.020312,0.0 121.54526,25.020498,0.0 121.545058,25.020687,0.0 121.544926,25.020811,0.0 121.544619,25.020982,0.0 121.544526,25.021016,0.0 121.544139,25.021158,0.0 121.544123,25.021163,0.0 121.544,25.021208,0.0 121.543858,25.021225,0.0 121.543362,25.021282,0.0 121.542826,25.021285,0.0 121.542808,25.021286,0.0 121.541795,25.021312,0.0 121.541263,25.021325,0.0 121.541102,25.02133,0.0 121.541077,25.02133,0.0 121.540263,25.021351,0.0 121.54012,25.021355,0.0 121.540105,25.021355,0.0 121.539609,25.021368,0.0 121.53956,25.021377,0.0 121.539547,25.02138,0.0 121.539077,25.021471,0.0 121.538976,25.021514,0.0 121.53897,25.021517,0.0 121.538715,25.021624,0.0 121.538386,25.021851,0.0 121.538352,25.021875,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.19%,51,潘翰聲,7
臺北市大安區建倫里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.552964,25.041437,0.0 121.551904,25.041461,0.0 121.551846,25.041462,0.0 121.551298,25.041474,0.0 121.550814,25.041484,0.0 121.550769,25.041485,0.0 121.550164,25.041499,0.0 121.549693,25.041509,0.0 121.549648,25.04151,0.0 121.548912,25.041526,0.0 121.548894,25.040539,0.0 121.548892,25.040433,0.0 121.54889,25.040395,0.0 121.548885,25.04025,0.0 121.548881,25.040146,0.0 121.54888,25.039747,0.0 121.548879,25.039707,0.0 121.548876,25.038952,0.0 121.548876,25.038912,0.0 121.548874,25.038651,0.0 121.548872,25.038267,0.0 121.548871,25.03796,0.0 121.548871,25.03792,0.0 121.54887,25.03786,0.0 121.548876,25.03786,0.0 121.549291,25.037841,0.0 121.549742,25.03783,0.0 121.549957,25.037824,0.0 121.550307,25.037816,0.0 121.550322,25.037815,0.0 121.550339,25.037815,0.0 121.550364,25.037814,0.0 121.551268,25.037791,0.0 121.551339,25.037789,0.0 121.551486,25.037786,0.0 121.551541,25.037799,0.0 121.551591,25.037798,0.0 121.551783,25.037794,0.0 121.552926,25.037772,0.0 121.552958,25.037772,0.0 121.552947,25.038467,0.0 121.552946,25.038502,0.0 121.552951,25.038939,0.0 121.552951,25.038961,0.0 121.552955,25.03918,0.0 121.552956,25.039228,0.0 121.552959,25.039404,0.0 121.55296,25.039432,0.0 121.552958,25.039622,0.0 121.552956,25.039851,0.0 121.552956,25.039888,0.0 121.55296,25.04032,0.0 121.55296,25.040352,0.0 121.552968,25.040784,0.0 121.552969,25.040828,0.0 121.552985,25.041437,0.0 121.552964,25.041437,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1.91%,61,潘翰聲,7
臺北市大安區建安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.552461,25.044474,0.0 121.552446,25.044476,0.0 121.552021,25.04452,0.0 121.552002,25.044522,0.0 121.552001,25.044522,0.0 121.551984,25.044524,0.0 121.551979,25.044524,0.0 121.551968,25.044525,0.0 121.551964,25.044526,0.0 121.551516,25.044572,0.0 121.55131,25.044593,0.0 121.551093,25.044615,0.0 121.550821,25.044643,0.0 121.550801,25.044645,0.0 121.550728,25.044653,0.0 121.550709,25.044655,0.0 121.550692,25.044657,0.0 121.549701,25.044759,0.0 121.549677,25.044761,0.0 121.54894,25.044837,0.0 121.54894,25.044797,0.0 121.54894,25.044748,0.0 121.54894,25.044698,0.0 121.548941,25.044694,0.0 121.548923,25.04356,0.0 121.548923,25.043513,0.0 121.548909,25.042609,0.0 121.548909,25.042578,0.0 121.54891,25.042068,0.0 121.548912,25.041526,0.0 121.549648,25.04151,0.0 121.549693,25.041509,0.0 121.550164,25.041499,0.0 121.550769,25.041485,0.0 121.550814,25.041484,0.0 121.551298,25.041474,0.0 121.551846,25.041462,0.0 121.551904,25.041461,0.0 121.552964,25.041437,0.0 121.55297,25.041803,0.0 121.55297,25.041809,0.0 121.552974,25.042037,0.0 121.552975,25.042075,0.0 121.552975,25.042085,0.0 121.552981,25.042504,0.0 121.552982,25.042532,0.0 121.552982,25.042545,0.0 121.552988,25.042975,0.0 121.552989,25.043012,0.0 121.552996,25.043442,0.0 121.552997,25.043466,0.0 121.55301,25.044254,0.0 121.553011,25.044314,0.0 121.553011,25.044364,0.0 121.553012,25.044401,0.0 121.552955,25.044409,0.0 121.552461,25.044474,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.79%,73,潘翰聲,7
臺北市大安區德安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.54887,25.03786,0.0 121.548733,25.037861,0.0 121.548388,25.037863,0.0 121.548234,25.037867,0.0 121.547957,25.037883,0.0 121.547527,25.037887,0.0 121.547415,25.037888,0.0 121.547114,25.037895,0.0 121.547094,25.037896,0.0 121.546082,25.037922,0.0 121.54606,25.037917,0.0 121.546046,25.037231,0.0 121.546046,25.037191,0.0 121.546039,25.036851,0.0 121.546038,25.036812,0.0 121.546037,25.03677,0.0 121.546037,25.036739,0.0 121.546031,25.036454,0.0 121.546031,25.03642,0.0 121.546023,25.036039,0.0 121.546023,25.03603,0.0 121.546023,25.036004,0.0 121.546015,25.035588,0.0 121.546015,25.035556,0.0 121.546006,25.035123,0.0 121.546005,25.03509,0.0 121.545998,25.03473,0.0 121.545997,25.03469,0.0 121.545994,25.034494,0.0 121.54599,25.034299,0.0 121.545989,25.034267,0.0 121.545989,25.034251,0.0 121.545984,25.03398,0.0 121.545983,25.033945,0.0 121.54598,25.03376,0.0 121.545971,25.03333,0.0 121.546002,25.033329,0.0 121.547175,25.033305,0.0 121.54805,25.033281,0.0 121.548076,25.03328,0.0 121.548092,25.03328,0.0 121.548557,25.033271,0.0 121.548825,25.033265,0.0 121.548838,25.033265,0.0 121.548842,25.033852,0.0 121.548845,25.034183,0.0 121.548845,25.034222,0.0 121.548845,25.034224,0.0 121.548847,25.034517,0.0 121.548851,25.03504,0.0 121.548851,25.035078,0.0 121.548854,25.03549,0.0 121.548854,25.035511,0.0 121.548857,25.035954,0.0 121.548857,25.035985,0.0 121.548857,25.036002,0.0 121.54886,25.036351,0.0 121.548865,25.036957,0.0 121.548866,25.03707,0.0 121.548866,25.037171,0.0 121.548868,25.037446,0.0 121.54887,25.037851,0.0 121.54887,25.03786,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.92%,89,潘翰聲,7
臺北市大安區敦安里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.551268,25.037791,0.0 121.550364,25.037814,0.0 121.550339,25.037815,0.0 121.550322,25.037815,0.0 121.550307,25.037816,0.0 121.549957,25.037824,0.0 121.549742,25.03783,0.0 121.549291,25.037841,0.0 121.548876,25.03786,0.0 121.54887,25.03786,0.0 121.54887,25.037851,0.0 121.548868,25.037446,0.0 121.548866,25.037171,0.0 121.548866,25.03707,0.0 121.548865,25.036957,0.0 121.54886,25.036351,0.0 121.548857,25.036002,0.0 121.548857,25.035985,0.0 121.548857,25.035954,0.0 121.548854,25.035511,0.0 121.548854,25.03549,0.0 121.548851,25.035078,0.0 121.548851,25.03504,0.0 121.548847,25.034517,0.0 121.548845,25.034224,0.0 121.548845,25.034222,0.0 121.548845,25.034183,0.0 121.548842,25.033852,0.0 121.548838,25.033265,0.0 121.549645,25.033248,0.0 121.550132,25.033238,0.0 121.550179,25.033237,0.0 121.550198,25.033237,0.0 121.550531,25.03323,0.0 121.551009,25.03322,0.0 121.5516,25.033208,0.0 121.551639,25.033207,0.0 121.552289,25.033194,0.0 121.55248,25.033186,0.0 121.552493,25.033635,0.0 121.552499,25.033848,0.0 121.5525,25.033888,0.0 121.55251,25.034247,0.0 121.552511,25.034277,0.0 121.552517,25.034636,0.0 121.552518,25.03467,0.0 121.552523,25.034969,0.0 121.552523,25.035004,0.0 121.55253,25.035397,0.0 121.552531,25.035428,0.0 121.55254,25.036246,0.0 121.552342,25.036339,0.0 121.551422,25.037499,0.0 121.551372,25.037665,0.0 121.551298,25.037755,0.0 121.551268,25.037791,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.46%,80,潘翰聲,7
臺北市大安區敦煌里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.552958,25.037772,0.0 121.552926,25.037772,0.0 121.551783,25.037794,0.0 121.551591,25.037798,0.0 121.551541,25.037799,0.0 121.551486,25.037786,0.0 121.551339,25.037789,0.0 121.551268,25.037791,0.0 121.551298,25.037755,0.0 121.551372,25.037665,0.0 121.551422,25.037499,0.0 121.552342,25.036339,0.0 121.55254,25.036246,0.0 121.552531,25.035428,0.0 121.55253,25.035397,0.0 121.552523,25.035004,0.0 121.552523,25.034969,0.0 121.552518,25.03467,0.0 121.552517,25.034636,0.0 121.552511,25.034277,0.0 121.55251,25.034247,0.0 121.5525,25.033888,0.0 121.552499,25.033848,0.0 121.552493,25.033635,0.0 121.55248,25.033186,0.0 121.552498,25.033186,0.0 121.553327,25.033173,0.0 121.553369,25.033173,0.0 121.553608,25.033169,0.0 121.553609,25.033169,0.0 121.554281,25.033159,0.0 121.554295,25.033159,0.0 121.555037,25.033141,0.0 121.555521,25.03313,0.0 121.555559,25.033129,0.0 121.555813,25.033123,0.0 121.55582,25.033122,0.0 121.556309,25.033111,0.0 121.556304,25.033482,0.0 121.556304,25.033502,0.0 121.556076,25.033634,0.0 121.556036,25.033657,0.0 121.555829,25.033774,0.0 121.555524,25.033946,0.0 121.555394,25.034019,0.0 121.554891,25.034304,0.0 121.554702,25.034411,0.0 121.554695,25.034415,0.0 121.554709,25.034423,0.0 121.554872,25.034524,0.0 121.555026,25.03462,0.0 121.555048,25.034634,0.0 121.554813,25.034895,0.0 121.554787,25.034924,0.0 121.554377,25.035382,0.0 121.554405,25.035416,0.0 121.55443,25.035448,0.0 121.554438,25.035457,0.0 121.554446,25.035466,0.0 121.554447,25.035596,0.0 121.554449,25.035789,0.0 121.554449,25.035821,0.0 121.554451,25.03603,0.0 121.554453,25.036205,0.0 121.554453,25.036241,0.0 121.554455,25.036404,0.0 121.554455,25.036439,0.0 121.554456,25.036591,0.0 121.554456,25.036619,0.0 121.554456,25.036629,0.0 121.55446,25.037005,0.0 121.55446,25.037035,0.0 121.554466,25.037727,0.0 121.554068,25.037739,0.0 121.553443,25.037757,0.0 121.552958,25.037772,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.24%,74,潘翰聲,7
臺北市大安區新龍里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.540556,25.028745,0.0 121.540561,25.029058,0.0 121.540562,25.029139,0.0 121.540563,25.02923,0.0 121.540564,25.029264,0.0 121.540567,25.029466,0.0 121.540569,25.029587,0.0 121.54057,25.029617,0.0 121.540573,25.029858,0.0 121.540574,25.029886,0.0 121.540575,25.029979,0.0 121.54058,25.030303,0.0 121.54058,25.030321,0.0 121.540581,25.030368,0.0 121.540586,25.030682,0.0 121.540587,25.030717,0.0 121.540594,25.031146,0.0 121.540219,25.031146,0.0 121.539451,25.031148,0.0 121.53944,25.030857,0.0 121.53944,25.030839,0.0 121.539134,25.030848,0.0 121.538916,25.030855,0.0 121.538737,25.03086,0.0 121.538714,25.03086,0.0 121.538651,25.030862,0.0 121.538499,25.030867,0.0 121.538314,25.030873,0.0 121.538003,25.030882,0.0 121.537808,25.030888,0.0 121.537806,25.030779,0.0 121.537795,25.030191,0.0 121.537794,25.030156,0.0 121.537781,25.029498,0.0 121.537778,25.029344,0.0 121.537767,25.028782,0.0 121.537766,25.028781,0.0 121.537756,25.028264,0.0 121.537971,25.028264,0.0 121.538135,25.028264,0.0 121.538251,25.028264,0.0 121.538332,25.028384,0.0 121.538429,25.02848,0.0 121.53849,25.028515,0.0 121.538508,25.028525,0.0 121.538552,25.028499,0.0 121.53891,25.02827,0.0 121.539219,25.028071,0.0 121.539227,25.028066,0.0 121.539383,25.027966,0.0 121.539708,25.027757,0.0 121.539716,25.027752,0.0 121.540189,25.027447,0.0 121.540214,25.027447,0.0 121.540541,25.027444,0.0 121.54054,25.027459,0.0 121.540551,25.027836,0.0 121.540552,25.027869,0.0 121.540549,25.028265,0.0 121.540549,25.028294,0.0 121.540555,25.028709,0.0 121.540556,25.028745,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3.67%,140,潘翰聲,7
臺北市大安區昌隆里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.540745,25.044532,0.0 121.540627,25.044539,0.0 121.540301,25.044558,0.0 121.54029,25.044559,0.0 121.540285,25.044559,0.0 121.539663,25.044597,0.0 121.539575,25.044602,0.0 121.539562,25.044603,0.0 121.538666,25.044657,0.0 121.538392,25.044673,0.0 121.538386,25.044673,0.0 121.538375,25.044674,0.0 121.537006,25.044756,0.0 121.53674,25.044771,0.0 121.536715,25.044773,0.0 121.536684,25.044775,0.0 121.536637,25.044778,0.0 121.536603,25.04478,0.0 121.53657,25.044782,0.0 121.536542,25.044784,0.0 121.536541,25.044723,0.0 121.536541,25.044698,0.0 121.536536,25.044388,0.0 121.536551,25.04431,0.0 121.536551,25.044306,0.0 121.536575,25.044185,0.0 121.536569,25.043918,0.0 121.536569,25.043886,0.0 121.536567,25.04383,0.0 121.536567,25.04381,0.0 121.536576,25.043718,0.0 121.536577,25.043711,0.0 121.536585,25.043635,0.0 121.536619,25.043303,0.0 121.536675,25.042882,0.0 121.536796,25.042373,0.0 121.537023,25.041771,0.0 121.5371,25.041716,0.0 121.537103,25.041708,0.0 121.537108,25.041699,0.0 121.537159,25.041698,0.0 121.538713,25.041687,0.0 121.539454,25.041682,0.0 121.539728,25.04168,0.0 121.540119,25.041675,0.0 121.54069,25.041666,0.0 121.540697,25.042029,0.0 121.540698,25.042052,0.0 121.540701,25.042204,0.0 121.540702,25.042285,0.0 121.540703,25.042326,0.0 121.540703,25.042335,0.0 121.540704,25.042365,0.0 121.540704,25.042382,0.0 121.540708,25.042571,0.0 121.540708,25.042611,0.0 121.54071,25.042675,0.0 121.540712,25.0428,0.0 121.540713,25.042829,0.0 121.540715,25.042953,0.0 121.540716,25.042991,0.0 121.540716,25.043045,0.0 121.540717,25.043081,0.0 121.540721,25.043289,0.0 121.540721,25.043316,0.0 121.540722,25.043338,0.0 121.540725,25.043464,0.0 121.540726,25.043555,0.0 121.540728,25.043623,0.0 121.540731,25.043795,0.0 121.540733,25.043917,0.0 121.540734,25.043943,0.0 121.540735,25.043994,0.0 121.540735,25.044004,0.0 121.540706,25.044129,0.0 121.540701,25.044412,0.0 121.540701,25.04445,0.0 121.540743,25.04445,0.0 121.540744,25.044478,0.0 121.540745,25.044532,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.62%,46,潘翰聲,7
臺北市大安區正聲里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.557679,25.041353,0.0 121.556676,25.041371,0.0 121.556669,25.041371,0.0 121.556562,25.041373,0.0 121.555572,25.041391,0.0 121.555542,25.041392,0.0 121.55523,25.041397,0.0 121.554521,25.04141,0.0 121.554683,25.04079,0.0 121.554747,25.040521,0.0 121.554797,25.040311,0.0 121.554805,25.040281,0.0 121.554922,25.03984,0.0 121.554931,25.03981,0.0 121.555046,25.039388,0.0 121.555052,25.039365,0.0 121.555161,25.038917,0.0 121.555167,25.038889,0.0 121.555238,25.038572,0.0 121.555263,25.038462,0.0 121.555274,25.038422,0.0 121.555319,25.038264,0.0 121.555391,25.038008,0.0 121.555484,25.037736,0.0 121.555498,25.037697,0.0 121.555814,25.037697,0.0 121.556186,25.037698,0.0 121.556609,25.037699,0.0 121.556918,25.0377,0.0 121.556931,25.0377,0.0 121.557577,25.037702,0.0 121.557577,25.037726,0.0 121.557592,25.038243,0.0 121.557622,25.039313,0.0 121.557624,25.039396,0.0 121.557625,25.039421,0.0 121.557633,25.039692,0.0 121.557647,25.04022,0.0 121.557648,25.040253,0.0 121.557659,25.04065,0.0 121.557678,25.041321,0.0 121.557679,25.041353,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",4.57%,119,潘翰聲,7
臺北市大安區民炤里,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.535856,25.03813,0.0 121.535711,25.038132,0.0 121.535668,25.038133,0.0 121.534856,25.038147,0.0 121.534816,25.038147,0.0 121.534606,25.038151,0.0 121.534355,25.038155,0.0 121.534339,25.038155,0.0 121.533772,25.038165,0.0 121.53341,25.038171,0.0 121.533407,25.038171,0.0 121.532777,25.038181,0.0 121.532777,25.038166,0.0 121.532772,25.03744,0.0 121.532772,25.037392,0.0 121.532771,25.037201,0.0 121.53277,25.037044,0.0 121.53277,25.037002,0.0 121.532768,25.036703,0.0 121.532768,25.036691,0.0 121.532766,25.036628,0.0 121.532753,25.036152,0.0 121.532753,25.036147,0.0 121.532735,25.035443,0.0 121.532732,25.035335,0.0 121.532727,25.035164,0.0 121.532724,25.035042,0.0 121.532723,25.034991,0.0 121.532719,25.03484,0.0 121.532719,25.03483,0.0 121.532718,25.034812,0.0 121.532713,25.034621,0.0 121.532712,25.034592,0.0 121.532712,25.034565,0.0 121.532707,25.034389,0.0 121.532702,25.034205,0.0 121.532698,25.034049,0.0 121.532686,25.033604,0.0 121.5327,25.033604,0.0 121.533013,25.033595,0.0 121.534544,25.033566,0.0 121.53455,25.033566,0.0 121.535779,25.033543,0.0 121.535899,25.033541,0.0 121.535926,25.033541,0.0 121.537068,25.03353,0.0 121.537604,25.033525,0.0 121.537756,25.033523,0.0 121.537794,25.033522,0.0 121.537802,25.033879,0.0 121.537809,25.034175,0.0 121.537815,25.034433,0.0 121.537816,25.034497,0.0 121.537816,25.034514,0.0 121.537817,25.034543,0.0 121.537825,25.034913,0.0 121.537826,25.034945,0.0 121.537831,25.035179,0.0 121.537832,25.035217,0.0 121.537833,25.035259,0.0 121.537834,25.035293,0.0 121.537842,25.035655,0.0 121.537843,25.035667,0.0 121.537843,25.035694,0.0 121.537851,25.036065,0.0 121.537852,25.036097,0.0 121.537853,25.036138,0.0 121.537853,25.036169,0.0 121.537859,25.036417,0.0 121.53786,25.036458,0.0 121.537865,25.03668,0.0 121.537867,25.036798,0.0 121.537868,25.036834,0.0 121.537869,25.03685,0.0 121.537896,25.038089,0.0 121.5379,25.03813,0.0 121.537902,25.038141,0.0 121.537891,25.038144,0.0 121.537826,25.038137,0.0 121.537523,25.038102,0.0 121.537025,25.03811,0.0 121.536987,25.038111,0.0 121.53629,25.038123,0.0 121.536279,25.038123,0.0 121.535877,25.038129,0.0 121.535856,25.03813,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2.86%,125,潘翰聲,7
